time,value
0.000000000,0.000000000
0.000010000,0.000000000
0.000020000,0.000000000
0.000030000,0.000000000
0.000040000,0.000000000
0.000050000,0.000000000
0.000060000,0.000000000
0.000070000,0.000000000
0.000080000,0.000000000
0.000090000,0.000000000
0.000100000,0.000000000
0.000110000,0.000000000
0.000120000,0.000000000
0.000130000,0.000000000
0.000140000,0.000000000
0.000150000,0.000000000
0.000160000,0.000000000
0.000170000,0.000000000
0.000180000,0.000000000
0.000190000,0.000000000
0.000200000,0.000000000
0.000210000,0.000000000
0.000220000,0.000000000
0.000230000,0.000000000
0.000240000,0.000000000
0.000250000,0.000000000
0.000260000,0.000000000
0.000270000,0.000000000
0.000280000,0.000000000
0.000290000,0.000000000
0.000300000,0.000000000
0.000310000,0.000000000
0.000320000,0.000000000
0.000330000,0.000000000
0.000340000,0.000000000
0.000350000,0.000000000
0.000360000,0.000000000
0.000370000,0.000000000
0.000380000,0.000000000
0.000390000,0.000000000
0.000400000,0.000000000
0.000410000,0.000000000
0.000420000,0.000000000
0.000430000,0.000000000
0.000440000,0.000000000
0.000450000,0.000000000
0.000460000,0.000000000
0.000470000,0.000000000
0.000480000,0.000000000
0.000490000,0.000000000
0.000500000,0.000000000
0.000510000,0.000000000
0.000520000,0.000000000
0.000530000,0.000000000
0.000540000,0.000000000
0.000550000,0.000000000
0.000560000,0.000000000
0.000570000,0.000000000
0.000580000,0.000000000
0.000590000,0.000000000
0.000600000,0.000000000
0.000610000,0.000000000
0.000620000,0.000000000
0.000630000,0.000000000
0.000640000,0.000000000
0.000650000,0.000000000
0.000660000,0.000000000
0.000670000,0.000000000
0.000680000,0.000000000
0.000690000,0.000000000
0.000700000,0.000000000
0.000710000,0.000000000
0.000720000,0.000000000
0.000730000,0.000000000
0.000740000,0.000000000
0.000750000,0.000000000
0.000760000,0.000000000
0.000770000,0.000000000
0.000780000,0.000000000
0.000790000,0.000000000
0.000800000,0.000000000
0.000810000,0.000000000
0.000820000,0.000000000
0.000830000,0.000000000
0.000840000,0.000000000
0.000850000,0.000000000
0.000860000,0.000000000
0.000870000,0.000000000
0.000880000,0.000000000
0.000890000,0.000000000
0.000900000,0.000000000
0.000910000,0.000000000
0.000920000,0.000000000
0.000930000,0.000000000
0.000940000,0.000000000
0.000950000,0.000000000
0.000960000,0.000000000
0.000970000,0.000000000
0.000980000,0.000000000
0.000990000,0.000000000
0.001000000,0.000000000
0.001010000,0.000000000
0.001020000,0.000000000
0.001030000,0.000000000
0.001040000,0.000000000
0.001050000,0.000000000
0.001060000,0.000000000
0.001070000,0.000000000
0.001080000,0.000000000
0.001090000,0.000000000
0.001100000,0.000000000
0.001110000,0.000000000
0.001120000,0.000000000
0.001130000,0.000000000
0.001140000,0.000000000
0.001150000,0.000000000
0.001160000,0.000000000
0.001170000,0.000000000
0.001180000,0.000000000
0.001190000,0.000000000
0.001200000,0.000000000
0.001210000,0.000000000
0.001220000,0.000000000
0.001230000,0.000000000
0.001240000,0.000000000
0.001250000,0.000000000
0.001260000,0.000000000
0.001270000,0.000000000
0.001280000,0.000000000
0.001290000,0.000000000
0.001300000,0.000000000
0.001310000,0.000000000
0.001320000,0.000000000
0.001330000,0.000000000
0.001340000,0.000000000
0.001350000,0.000000000
0.001360000,0.000000000
0.001370000,0.000000000
0.001380000,0.000000000
0.001390000,0.000000000
